step,loss,acc
0,3.2592947483062744,0.12050000578165054
100,1.7206860780715942,0.33000001311302185
200,1.3467918634414673,0.5435000061988831
300,1.2899969816207886,0.6160000562667847
400,1.2008278369903564,0.5320000052452087
500,1.1990931034088135,0.6640000343322754
600,1.1380246877670288,0.5815000534057617
700,1.3904987573623657,0.6580000519752502
800,0.9602396488189697,0.624500036239624
900,1.1131855249404907,0.7535000443458557
1000,0.8274222612380981,0.7605000138282776
1100,0.5785864591598511,0.7260000109672546
1200,0.9213321208953857,0.6960000395774841
1300,0.9628205895423889,0.7720000147819519
1400,0.8011929988861084,0.7800000309944153
1500,0.6086243391036987,0.7325000166893005
1600,0.9589436054229736,0.7815000414848328
1700,0.5438626408576965,0.8115000128746033
1800,0.4875256419181824,0.752500057220459
1900,0.5007321238517761,0.8140000104904175
2000,1.1518440246582031,0.7775000333786011
2100,0.6587547063827515,0.8160000443458557
2200,0.7092099189758301,0.8630000352859497
2300,0.4485095739364624,0.7755000591278076
2400,0.8616613745689392,0.8225000500679016
2500,0.4490731358528137,0.8080000281333923
2600,0.6320511698722839,0.7755000591278076
2700,0.37109607458114624,0.8180000185966492
2800,0.7415839433670044,0.8045000433921814
2900,0.6131628751754761,0.7910000085830688
3000,0.379477858543396,0.815500020980835
3100,0.16775676608085632,0.8500000238418579
3200,0.5176043510437012,0.8460000157356262
3300,0.6620416045188904,0.7460000514984131
3400,0.46483296155929565,0.8355000615119934
3500,0.3178677260875702,0.8480000495910645
3600,0.5644425749778748,0.8635000586509705
3700,0.3908453583717346,0.878000020980835
3800,0.39098620414733887,0.8190000653266907
