step,loss,acc
0,3.261237382888794,0.0
100,1.5105592012405396,0.3075000047683716
200,1.153208613395691,0.5760000348091125
300,1.0533385276794434,0.6430000066757202
400,1.1723926067352295,0.6840000152587891
500,1.1841168403625488,0.7130000591278076
600,0.9739893674850464,0.781000018119812
700,0.6904332041740417,0.8020000457763672
800,0.7128990292549133,0.8060000538825989
900,0.537177324295044,0.8090000152587891
1000,0.5721173286437988,0.768500030040741
1100,0.7489979267120361,0.7555000185966492
1200,0.8063435554504395,0.8060000538825989
1300,1.1844236850738525,0.8050000667572021
1400,0.40533387660980225,0.8185000419616699
1500,0.49879562854766846,0.7920000553131104
1600,0.4012545347213745,0.7940000295639038
1700,0.5889760255813599,0.8200000524520874
1800,0.46266841888427734,0.8260000348091125
1900,0.3393181562423706,0.768500030040741
2000,0.8441574573516846,0.7860000133514404
2100,0.6143990159034729,0.8475000262260437
2200,0.45096930861473083,0.8400000333786011
2300,0.3169398307800293,0.8175000548362732
2400,0.3474999666213989,0.8415000438690186
2500,0.30964282155036926,0.7900000214576721
2600,0.5581722855567932,0.8285000324249268
2700,0.3994934558868408,0.8375000357627869
2800,0.38674789667129517,0.831000030040741
2900,0.2786019742488861,0.8635000586509705
3000,0.41682299971580505,0.8600000143051147
3100,0.4299066662788391,0.8715000152587891
3200,0.46151432394981384,0.8400000333786011
3300,0.4290533661842346,0.8580000400543213
3400,0.2189830243587494,0.8400000333786011
3500,0.8849201798439026,0.8870000243186951
3600,0.3645395338535309,0.8505000472068787
3700,0.36712655425071716,0.8565000295639038
3800,0.3525278866291046,0.8535000681877136
