536,9,47,29,8,25,36,24,222,44
83,266,176,97,36,62,54,44,247,70
28,30,502,130,10,15,15,22,262,18
35,8,42,561,3,53,10,6,222,70
44,28,37,49,219,117,36,68,247,137
41,6,15,55,3,434,65,10,224,39
58,7,59,37,32,31,335,35,323,41
45,48,67,76,14,42,13,301,317,105
25,5,29,42,9,18,15,1,780,50
30,13,36,64,24,29,21,33,280,479
