968,0,2,0,1,0,3,1,4,1
1,1112,4,5,2,1,1,3,5,1
1,0,1025,0,1,0,0,3,2,0
0,0,1,1007,0,2,0,0,0,0
1,0,0,1,969,0,2,0,6,3
1,0,0,10,0,877,2,1,1,0
4,1,0,1,1,3,944,0,4,0
1,1,13,6,0,1,0,999,3,4
0,0,1,1,0,0,0,1,971,0
4,0,0,2,3,2,1,3,17,977
