775,1,19,27,5,1,161,0,11,0
0,971,2,17,1,0,8,0,1,0
10,0,780,8,63,0,136,0,3,0
9,14,11,888,24,0,52,0,1,1
2,1,38,31,817,0,109,0,2,0
3,0,3,0,0,949,1,27,10,7
101,0,60,28,66,0,733,0,12,0
0,0,0,0,0,9,0,982,0,9
1,1,7,3,5,1,9,2,970,1
0,0,0,0,0,7,1,58,2,932
