361,46,165,72,46,3,161,5,82,59
37,464,33,70,132,7,60,16,62,119
24,34,498,28,128,0,228,0,29,31
61,51,77,383,108,8,109,18,82,103
9,34,202,49,372,3,227,0,60,44
101,55,120,82,26,179,129,73,115,120
84,44,168,67,130,5,398,3,69,32
65,48,136,95,24,26,112,251,119,124
16,19,114,54,72,1,87,12,595,30
19,13,31,5,15,25,114,49,166,563
