970,0,1,0,1,0,2,1,4,1
1,1111,4,6,2,0,2,2,6,1
1,0,1022,1,1,0,0,3,4,0
0,0,1,1005,0,0,0,0,4,0
1,0,0,0,969,0,2,0,6,4
1,0,0,11,0,874,3,1,2,0
4,1,1,1,1,1,943,0,6,0
1,1,14,4,0,1,0,998,5,4
0,0,1,1,0,0,0,1,971,0
4,0,0,3,2,1,1,3,18,977
