,0
1108,17.00586562758383
1109,17.32573132957336
1110,16.79800620681327
1111,15.448756922430457
1112,13.467845263589238
1113,11.135503909782187
1114,8.72799579783784
1115,6.453838684933832
1116,4.435339358462238
1117,2.7208857669295283
1118,1.3081211406161475
1119,0.1656426966435289
1120,-0.7511549808938235
1121,-1.4901173451988687
1122,-2.0968177409459594
1123,-2.6119860844326803
1124,-3.0707114570508502
1125,-3.5026185028863317
1126,-3.932497281491733
1127,-4.3810533572911945
1128,-4.8655597173829905
1129,-5.400255207091997
1130,-5.996362179460493
1131,-6.661604281532422
1132,-7.39911281696245
1133,-8.205645987019311
1134,-9.06915379482354
1135,-9.965959266058507
1136,-10.8582373038677
1137,-11.693017381951087
1138,-12.404385727931892
1139,-12.920429911451787
1140,-13.175189062858994
1141,-13.123389038309487
1142,-12.753170943919628
1143,-12.091413710469162
1144,-11.198873748861041
1145,-10.156966108032465
1146,-9.05149393309421
1147,-7.958873982485888
1148,-6.9379811069163155
1149,-6.0277985259309705
1150,-5.2492428206753505
1151,-4.609111967310479
1152,-4.104535802809611
1153,-3.726974983661202
1154,-3.4653696652879153
1155,-3.308387044510623
1156,-3.2458880406919914
1157,-3.2697900613276736
1158,-3.3744975970645634
1159,-3.5570390250049493
1160,-3.817004487548654
1161,-4.156333759520822
1162,-4.578956275301937
1163,-5.090236553060259
1164,-5.696125202630016
1165,-6.401859496839177
1166,-7.210007875225504
1167,-8.117638400681425
1168,-9.112473778321641
1169,-10.168179794041853
1170,-11.23954677776215
1171,-12.259308265117001
1172,-13.139419102533278
1173,-13.779913477034228
1174,-14.086653158514247
1175,-13.994753790517802
1176,-13.489204447030241
1177,-12.612682838984734
1178,-11.45584522012541
1179,-10.134489369481454
1180,-8.763938326812223
1181,-7.439922945434641
1182,-6.229684683941454
1183,-5.171874987878593
1184,-4.281610570413908
1185,-3.557301451504367
1186,-2.9871165973493183
1187,-2.554138894138948
1188,-2.2400244030009353
1189,-2.0273523718615003
1190,-1.9009752208737192
1191,-1.848674959228394
1192,-1.8613800899828628
1193,-1.9331335450949099
1194,-2.060943991911695
1195,-2.244605037160356
1196,-2.486529089383729
1197,-2.7916120261924986
1198,-3.167117024767685
1199,-3.622535453412959
1200,-4.169342763220645
1201,-4.820509695438291
1202,-5.589545515810248
1203,-6.4887367300659395
1204,-7.5261159962627735
1205,-8.700612914749398
1206,-9.994959890573565
1207,-11.36656272388581
1208,-12.73811986020751
1209,-13.99245434750805
1210,-14.978786645692011
1211,-15.537318558755649
1212,-15.54138844248194
1213,-14.942374382007594
1214,-13.79304813682237
1215,-12.233611684315646
1216,-10.447878563373568
1217,-8.61395112322157
1218,-6.87062913504799
1219,-5.305734321745102
1220,-3.9606248960743438
1221,-2.842023514630325
1222,-1.9346450252510057
1223,-1.211511417057651
1224,-0.6411883857771064
1225,-0.19229014547859422
1226,0.16406720686879814
1227,0.4532062364804439
1228,0.6967034637410504
1229,0.9127089415272314
1230,1.116523420606188
1231,1.3212789880247096
1232,1.5386338862674538
1233,1.7794347870867826
1234,2.0543250466304146
1235,2.374288921180265
1236,2.751121069172441
1237,3.1977974170596855
1238,3.728694491769637
1239,4.359553402371869
1240,5.107002685275903
1241,5.987331907518737
1242,7.0140453320798075
1243,8.193556813868753
1244,9.51833621472725
1245,10.957178855001763
1246,12.443564769839076
1247,13.865850088018128
1248,15.066965560882485
1249,15.863547039371275
1250,16.08924949206626
1251,15.651104413575391
1252,14.570439401098506
1253,12.98126632765555
1254,11.085429795047137
1255,9.091692713865125
1256,7.169298880304871
1257,5.428704502650426
1258,3.9243689870994256
1259,2.6682525510618005
