step,loss,acc
0,3.2509069442749023,0.0
100,2.6884398460388184,0.0126953125
200,2.0424654483795166,0.1376953125
300,1.93900728225708,0.4228515625
400,1.3530635833740234,0.3349609375
500,1.2910504341125488,0.494140625
600,1.4261057376861572,0.494140625
700,1.41560697555542,0.47998046875
800,1.679693579673767,0.5458984375
900,1.1094088554382324,0.59716796875
1000,1.693199634552002,0.5498046875
1100,1.1357344388961792,0.53955078125
1200,0.9797340631484985,0.52783203125
1300,1.0066636800765991,0.6083984375
1400,1.60968017578125,0.65869140625
1500,1.007285475730896,0.6259765625
1600,1.183433175086975,0.6552734375
1700,1.6533684730529785,0.6435546875
1800,0.8665615320205688,0.68212890625
1900,0.9121909737586975,0.6796875
2000,1.264194130897522,0.7158203125
2100,0.6413844227790833,0.71484375
2200,0.7710164785385132,0.69384765625
2300,0.8689187169075012,0.6328125
2400,0.9381571412086487,0.66015625
2500,0.8812412619590759,0.57470703125
2600,0.7565195560455322,0.6923828125
2700,0.7550743222236633,0.70263671875
2800,0.8271479606628418,0.7294921875
2900,0.8325703740119934,0.6533203125
3000,0.462778776884079,0.7021484375
3100,0.6438108086585999,0.7099609375
3200,1.154186725616455,0.7451171875
3300,0.7823700308799744,0.75927734375
3400,0.8692786693572998,0.78662109375
3500,0.6800388693809509,0.7939453125
3600,0.4157777726650238,0.7490234375
3700,0.7884457111358643,0.8037109375
3800,1.2053905725479126,0.76123046875
