step,loss,acc
0,3.2656843662261963,0.0
100,2.4146640300750732,0.341796875
200,1.5933550596237183,0.294921875
300,1.3905662298202515,0.4794921875
400,1.324647307395935,0.57861328125
500,1.4746772050857544,0.48974609375
600,0.8383418321609497,0.56787109375
700,1.3372008800506592,0.62451171875
800,1.4870785474777222,0.7392578125
900,0.686720609664917,0.5986328125
1000,1.1018184423446655,0.6640625
1100,1.4738757610321045,0.7080078125
1200,0.952451229095459,0.6875
1300,0.9938464164733887,0.69873046875
1400,0.8723410964012146,0.6845703125
1500,1.372551679611206,0.7734375
1600,0.7033569812774658,0.8037109375
1700,0.839499831199646,0.7529296875
1800,0.6626958250999451,0.712890625
1900,0.7256497144699097,0.71337890625
2000,0.6370131373405457,0.78369140625
2100,0.6824806332588196,0.76904296875
2200,0.5283490419387817,0.70068359375
2300,0.8738974332809448,0.75146484375
2400,1.3394712209701538,0.75341796875
2500,0.8480721116065979,0.73779296875
2600,0.49139663577079773,0.7470703125
2700,0.7317732572555542,0.8154296875
2800,0.7415586113929749,0.70263671875
2900,1.234877109527588,0.74560546875
3000,0.4313426911830902,0.84375
3100,0.5188635587692261,0.83349609375
3200,0.45326220989227295,0.84130859375
3300,0.4210050702095032,0.78125
3400,0.3941973149776459,0.80810546875
3500,0.4593491554260254,0.8359375
3600,0.45955947041511536,0.7841796875
3700,0.40923333168029785,0.81787109375
3800,0.9291141033172607,0.859375
