Model,MSO54
Channel,CH1,,Channel,CH2,,Channel,CH3,,Channel,CH4
Waveform Type,ANALOG,,Waveform Type,ANALOG,,Waveform Type,ANALOG,,Waveform Type,ANALOG
Horizontal Units,s,,Horizontal Units,s,,Horizontal Units,s,,Horizontal Units,s
Sample Interval,3.20000000e-09,,Sample Interval,3.20000000e-09,,Sample Interval,3.20000000e-09,,Sample Interval,3.20000000e-09
Record Length,31250,,Record Length,31250,,Record Length,31250,,Record Length,31250
Zero Index,343.50156250,,Zero Index,343.50156250,,Zero Index,343.50156250,,Zero Index,343.50156250
Vertical Units,V,,Vertical Units,V,,Vertical Units,V,,Vertical Units,V
,,,,,,,,,,
ANALOG_Thumbnail,,,ANALOG_Thumbnail,,,ANALOG_Thumbnail,,,ANALOG_Thumbnail,

TIME,CH1,CH2,CH3,CH4
-4.24005000e-07,1.70312500e-02,-3.12500000e-04,2.18750000e-04,-2.14062500e-02
-4.20805000e-07,4.53125000e-03,-4.68750000e-04,-1.53125000e-03,-3.06250000e-02
-4.17605000e-07,1.14062500e-02,-1.96875000e-03,-3.12500000e-05,-2.78125000e-02
-4.14405000e-07,1.21875000e-02,-2.65625000e-03,4.68750000e-04,-2.37500000e-02
-4.11205000e-07,2.96875000e-03,-1.84375000e-03,-2.81250000e-04,-2.42187500e-02
-4.08005000e-07,7.96875000e-03,-1.71875000e-03,-7.81250000e-04,-2.46875000e-02
-4.04805000e-07,4.68750000e-03,-5.31250000e-04,-2.28125000e-03,-2.87500000e-02
-4.01605000e-07,1.40625000e-03,-1.78125000e-03,5.93750000e-04,-2.98437500e-02
-3.98405000e-07,4.84375000e-03,-1.18750000e-03,-6.56250000e-04,-2.65625000e-02
-3.95205000e-07,5.93750000e-03,-5.00000000e-04,-1.28125000e-03,-2.73437500e-02
-3.92005000e-07,-4.21875000e-03,-1.31250000e-03,-1.40625000e-03,-3.03125000e-02
-3.88805000e-07,8.90625000e-03,-1.46875000e-03,-1.56250000e-04,-2.20312500e-02
-3.85605000e-07,-3.12500000e-03,-1.09375000e-03,-1.90625000e-03,-2.85937500e-02
-3.82405000e-07,5.46875000e-03,4.06250000e-04,-1.65625000e-03,-3.12500000e-02
-3.79205000e-07,2.50000000e-03,-1.06250000e-03,-1.28125000e-03,-2.59375000e-02
-3.76005000e-07,9.21875000e-03,-1.06250000e-03,-1.56250000e-04,-2.78125000e-02
-3.72805000e-07,1.10937500e-02,-6.87500000e-04,-1.15625000e-03,-2.37500000e-02
-3.69605000e-07,1.26562500e-02,-1.87500000e-04,-1.78125000e-03,-1.65625000e-02
-3.66405000e-07,6.56250000e-03,-1.46875000e-03,-1.65625000e-03,-3.51562500e-02
-3.63205000e-07,1.60937500e-02,-3.12500000e-04,9.68750000e-04,-2.29687500e-02
